Age-cohort,Region,Powertrain,Segment,Values
1967.0,Japan and South Korea,ICEV,AB,10420017.269072633
1967.0,Japan and South Korea,ICEV,C,12749126.026191544
1967.0,Japan and South Korea,ICEV,DE,16465333.86615536
1967.0,Japan and South Korea,ICEV,SUV,7035172.901459167
1967.0,Japan and South Korea,HEV,AB,0.0
1967.0,Japan and South Korea,HEV,C,0.0
1967.0,Japan and South Korea,HEV,DE,0.0
1967.0,Japan and South Korea,HEV,SUV,0.0
1967.0,Japan and South Korea,PHEV,AB,0.0
1967.0,Japan and South Korea,PHEV,C,0.0
1967.0,Japan and South Korea,PHEV,DE,0.0
1967.0,Japan and South Korea,PHEV,SUV,0.0
1967.0,Japan and South Korea,BEV,AB,0.0
1967.0,Japan and South Korea,BEV,C,0.0
1967.0,Japan and South Korea,BEV,DE,0.0
1967.0,Japan and South Korea,BEV,SUV,0.0
1967.0,Rest of the world,ICEV,AB,677515.0528796467
1967.0,Rest of the world,ICEV,C,828954.940357137
1967.0,Rest of the world,ICEV,DE,1070584.7463535066
1967.0,Rest of the world,ICEV,SUV,457430.6757145874
1967.0,Rest of the world,HEV,AB,0.0
1967.0,Rest of the world,HEV,C,0.0
1967.0,Rest of the world,HEV,DE,0.0
1967.0,Rest of the world,HEV,SUV,0.0
1967.0,Rest of the world,PHEV,AB,0.0
1967.0,Rest of the world,PHEV,C,0.0
1967.0,Rest of the world,PHEV,DE,0.0
1967.0,Rest of the world,PHEV,SUV,0.0
1967.0,Rest of the world,BEV,AB,0.0
1967.0,Rest of the world,BEV,C,0.0
1967.0,Rest of the world,BEV,DE,0.0
1967.0,Rest of the world,BEV,SUV,0.0
1968.0,North America,ICEV,AB,84670322.47798312
1968.0,North America,ICEV,C,103217947.97846559
1968.0,North America,ICEV,DE,133223966.40668045
1968.0,North America,ICEV,SUV,56898460.45087793
1968.0,North America,HEV,AB,0.0
1968.0,North America,HEV,C,0.0
1968.0,North America,HEV,DE,0.0
1968.0,North America,HEV,SUV,0.0
1968.0,North America,PHEV,AB,0.0
1968.0,North America,PHEV,C,0.0
1968.0,North America,PHEV,DE,0.0
1968.0,North America,PHEV,SUV,0.0
1968.0,North America,BEV,AB,0.0
1968.0,North America,BEV,C,0.0
1968.0,North America,BEV,DE,0.0
1968.0,North America,BEV,SUV,0.0
1968.0,Europe,ICEV,AB,101207414.89562562
1968.0,Europe,ICEV,C,123377605.9899625
1968.0,Europe,ICEV,DE,159244146.5623077
1968.0,Europe,ICEV,SUV,68011387.28710696
1968.0,Europe,HEV,AB,0.0
1968.0,Europe,HEV,C,0.0
1968.0,Europe,HEV,DE,0.0
1968.0,Europe,HEV,SUV,0.0
1968.0,Europe,PHEV,AB,0.0
1968.0,Europe,PHEV,C,0.0
1968.0,Europe,PHEV,DE,0.0
1968.0,Europe,PHEV,SUV,0.0
1968.0,Europe,BEV,AB,0.0
1968.0,Europe,BEV,C,0.0
1968.0,Europe,BEV,DE,0.0
1968.0,Europe,BEV,SUV,0.0
1968.0,China,ICEV,AB,58509.59108093923
1968.0,China,ICEV,C,71326.52565489008
1968.0,China,ICEV,DE,92061.53429570988
1968.0,China,ICEV,SUV,39318.447794757485
1968.0,China,HEV,AB,0.0
1968.0,China,HEV,C,0.0
1968.0,China,HEV,DE,0.0
1968.0,China,HEV,SUV,0.0
1968.0,China,PHEV,AB,0.0
1968.0,China,PHEV,C,0.0
1968.0,China,PHEV,DE,0.0
1968.0,China,PHEV,SUV,0.0
1968.0,China,BEV,AB,0.0
1968.0,China,BEV,C,0.0
1968.0,China,BEV,DE,0.0
1968.0,China,BEV,SUV,0.0
1968.0,Japan and South Korea,ICEV,AB,14179340.877598621
1968.0,Japan and South Korea,ICEV,C,17285424.529397253
1968.0,Japan and South Korea,ICEV,DE,22310391.379899073
1968.0,Japan and South Korea,ICEV,SUV,9528517.697016567
1968.0,Japan and South Korea,HEV,AB,0.0
1968.0,Japan and South Korea,HEV,C,0.0
1968.0,Japan and South Korea,HEV,DE,0.0
1968.0,Japan and South Korea,HEV,SUV,0.0
1968.0,Japan and South Korea,PHEV,AB,0.0
1968.0,Japan and South Korea,PHEV,C,0.0
1968.0,Japan and South Korea,PHEV,DE,0.0
1968.0,Japan and South Korea,PHEV,SUV,0.0
1968.0,Japan and South Korea,BEV,AB,0.0
1968.0,Japan and South Korea,BEV,C,0.0
1968.0,Japan and South Korea,BEV,DE,0.0
1968.0,Japan and South Korea,BEV,SUV,0.0
1968.0,Rest of the world,ICEV,AB,777639.8669604178
1968.0,Rest of the world,ICEV,C,947987.3110767119
1968.0,Rest of the world,ICEV,DE,1223572.3743625684
1968.0,Rest of the world,ICEV,SUV,522574.02499888616
1968.0,Rest of the world,HEV,AB,0.0
1968.0,Rest of the world,HEV,C,0.0
1968.0,Rest of the world,HEV,DE,0.0
1968.0,Rest of the world,HEV,SUV,0.0
1968.0,Rest of the world,PHEV,AB,0.0
1968.0,Rest of the world,PHEV,C,0.0
1968.0,Rest of the world,PHEV,DE,0.0
1968.0,Rest of the world,PHEV,SUV,0.0
1968.0,Rest of the world,BEV,AB,0.0
1968.0,Rest of the world,BEV,C,0.0
1968.0,Rest of the world,BEV,DE,0.0
1968.0,Rest of the world,BEV,SUV,0.0
1969.0,North America,ICEV,AB,85256981.46760319
1969.0,North America,ICEV,C,103523070.029754
1969.0,North America,ICEV,DE,133527339.08867747
1969.0,North America,ICEV,SUV,57001116.44048068
1969.0,North America,HEV,AB,0.0
1969.0,North America,HEV,C,0.0
1969.0,North America,HEV,DE,0.0
1969.0,North America,HEV,SUV,0.0
1969.0,North America,PHEV,AB,0.0
1969.0,North America,PHEV,C,0.0
1969.0,North America,PHEV,DE,0.0
1969.0,North America,PHEV,SUV,0.0
1969.0,North America,BEV,AB,0.0
1969.0,North America,BEV,C,0.0
1969.0,North America,BEV,DE,0.0
1969.0,North America,BEV,SUV,0.0
1969.0,Europe,ICEV,AB,103023925.9607407
1969.0,Europe,ICEV,C,125096536.5930376
1969.0,Europe,ICEV,DE,161353480.4916119
1969.0,Europe,ICEV,SUV,68879740.97552499
1969.0,Europe,HEV,AB,0.0
1969.0,Europe,HEV,C,0.0
1969.0,Europe,HEV,DE,0.0
1969.0,Europe,HEV,SUV,0.0
1969.0,Europe,PHEV,AB,0.0
1969.0,Europe,PHEV,C,0.0
1969.0,Europe,PHEV,DE,0.0
1969.0,Europe,PHEV,SUV,0.0
1969.0,Europe,BEV,AB,0.0
1969.0,Europe,BEV,C,0.0
1969.0,Europe,BEV,DE,0.0
1969.0,Europe,BEV,SUV,0.0
1969.0,China,ICEV,AB,70462.87812817197
1969.0,China,ICEV,C,85559.36817599647
1969.0,China,ICEV,DE,110357.18669631524
1969.0,China,ICEV,SUV,47110.07417546851
1969.0,China,HEV,AB,0.0
1969.0,China,HEV,C,0.0
1969.0,China,HEV,DE,0.0
1969.0,China,HEV,SUV,0.0
1969.0,China,PHEV,AB,0.0
1969.0,China,PHEV,C,0.0
1969.0,China,PHEV,DE,0.0
1969.0,China,PHEV,SUV,0.0
1969.0,China,BEV,AB,0.0
1969.0,China,BEV,C,0.0
1969.0,China,BEV,DE,0.0
1969.0,China,BEV,SUV,0.0
1969.0,Japan and South Korea,ICEV,AB,18280050.383564066
1969.0,Japan and South Korea,ICEV,C,22196504.068399727
1969.0,Japan and South Korea,ICEV,DE,28629754.93745085
1969.0,Japan and South Korea,ICEV,SUV,12221676.893960083
1969.0,Japan and South Korea,HEV,AB,0.0
1969.0,Japan and South Korea,HEV,C,0.0
1969.0,Japan and South Korea,HEV,DE,0.0
1969.0,Japan and South Korea,HEV,SUV,0.0
1969.0,Japan and South Korea,PHEV,AB,0.0
1969.0,Japan and South Korea,PHEV,C,0.0
1969.0,Japan and South Korea,PHEV,DE,0.0
1969.0,Japan and South Korea,PHEV,SUV,0.0
1969.0,Japan and South Korea,BEV,AB,0.0
1969.0,Japan and South Korea,BEV,C,0.0
1969.0,Japan and South Korea,BEV,DE,0.0
1969.0,Japan and South Korea,BEV,SUV,0.0
1969.0,Rest of the world,ICEV,AB,892647.2397303324
1969.0,Rest of the world,ICEV,C,1083894.6103854794
1969.0,Rest of the world,ICEV,DE,1398041.6455552813
1969.0,Rest of the world,ICEV,SUV,596806.1310202141
1969.0,Rest of the world,HEV,AB,0.0
1969.0,Rest of the world,HEV,C,0.0
1969.0,Rest of the world,HEV,DE,0.0
1969.0,Rest of the world,HEV,SUV,0.0
1969.0,Rest of the world,PHEV,AB,0.0
1969.0,Rest of the world,PHEV,C,0.0
1969.0,Rest of the world,PHEV,DE,0.0
1969.0,Rest of the world,PHEV,SUV,0.0
1969.0,Rest of the world,BEV,AB,0.0
1969.0,Rest of the world,BEV,C,0.0
1969.0,Rest of the world,BEV,DE,0.0
1969.0,Rest of the world,BEV,SUV,0.0
1970.0,North America,ICEV,AB,75360010.66676758
1970.0,North America,ICEV,C,91121840.72985815
1970.0,North America,ICEV,DE,117444800.54841201
1970.0,North America,ICEV,SUV,50110177.7659661
1970.0,North America,HEV,AB,0.0
1970.0,North America,HEV,C,0.0
1970.0,North America,HEV,DE,0.0
1970.0,North America,HEV,SUV,0.0
1970.0,North America,PHEV,AB,0.0
1970.0,North America,PHEV,C,0.0
1970.0,North America,PHEV,DE,0.0
1970.0,North America,PHEV,SUV,0.0
1970.0,North America,BEV,AB,0.0
1970.0,North America,BEV,C,0.0
1970.0,North America,BEV,DE,0.0
1970.0,North America,BEV,SUV,0.0
1970.0,Europe,ICEV,AB,107739582.64787988
1970.0,Europe,ICEV,C,130273722.14360382
1970.0,Europe,ICEV,DE,167906741.03273916
1970.0,Europe,ICEV,SUV,71640775.93870425
1970.0,Europe,HEV,AB,0.0
1970.0,Europe,HEV,C,0.0
1970.0,Europe,HEV,DE,0.0
1970.0,Europe,HEV,SUV,0.0
1970.0,Europe,PHEV,AB,0.0
1970.0,Europe,PHEV,C,0.0
1970.0,Europe,PHEV,DE,0.0
1970.0,Europe,PHEV,SUV,0.0
1970.0,Europe,BEV,AB,0.0
1970.0,Europe,BEV,C,0.0
1970.0,Europe,BEV,DE,0.0
1970.0,Europe,BEV,SUV,0.0
1970.0,China,ICEV,AB,84868.11858177838
1970.0,China,ICEV,C,102618.60522615064
1970.0,China,ICEV,DE,132262.71030971804
1970.0,China,ICEV,SUV,56432.53591883309
1970.0,China,HEV,AB,0.0
1970.0,China,HEV,C,0.0
1970.0,China,HEV,DE,0.0
1970.0,China,HEV,SUV,0.0
1970.0,China,PHEV,AB,0.0
1970.0,China,PHEV,C,0.0
1970.0,China,PHEV,DE,0.0
1970.0,China,PHEV,SUV,0.0
1970.0,China,BEV,AB,0.0
1970.0,China,BEV,C,0.0
1970.0,China,BEV,DE,0.0
1970.0,China,BEV,SUV,0.0
1970.0,Japan and South Korea,ICEV,AB,21468540.62541686
1970.0,Japan and South Korea,ICEV,C,25958766.755249374
1970.0,Japan and South Korea,ICEV,DE,33457644.837216593
1970.0,Japan and South Korea,ICEV,SUV,14275374.666181004
1970.0,Japan and South Korea,HEV,AB,0.0
1970.0,Japan and South Korea,HEV,C,0.0
1970.0,Japan and South Korea,HEV,DE,0.0
1970.0,Japan and South Korea,HEV,SUV,0.0
1970.0,Japan and South Korea,PHEV,AB,0.0
1970.0,Japan and South Korea,PHEV,C,0.0
1970.0,Japan and South Korea,PHEV,DE,0.0
1970.0,Japan and South Korea,PHEV,SUV,0.0
1970.0,Japan and South Korea,BEV,AB,0.0
1970.0,Japan and South Korea,BEV,C,0.0
1970.0,Japan and South Korea,BEV,DE,0.0
1970.0,Japan and South Korea,BEV,SUV,0.0
1970.0,Rest of the world,ICEV,AB,1024775.1159806836
1970.0,Rest of the world,ICEV,C,1239110.6911492571
1970.0,Rest of the world,ICEV,DE,1597060.6696901831
1970.0,Rest of the world,ICEV,SUV,681417.9400663986
1970.0,Rest of the world,HEV,AB,0.0
1970.0,Rest of the world,HEV,C,0.0
1970.0,Rest of the world,HEV,DE,0.0
1970.0,Rest of the world,HEV,SUV,0.0
1970.0,Rest of the world,PHEV,AB,0.0
1970.0,Rest of the world,PHEV,C,0.0
1970.0,Rest of the world,PHEV,DE,0.0
1970.0,Rest of the world,PHEV,SUV,0.0
1970.0,Rest of the world,BEV,AB,0.0
1970.0,Rest of the world,BEV,C,0.0
1970.0,Rest of the world,BEV,DE,0.0
1970.0,Rest of the world,BEV,SUV,0.0
1971.0,North America,ICEV,AB,92984908.79977424
1971.0,North America,ICEV,C,111935498.4874168
1971.0,North America,ICEV,DE,144156336.78347716
1971.0,North America,ICEV,SUV,61473908.62497271
1971.0,North America,HEV,AB,0.0
1971.0,North America,HEV,C,0.0
1971.0,North America,HEV,DE,0.0
1971.0,North America,HEV,SUV,0.0
1971.0,North America,PHEV,AB,0.0
1971.0,North America,PHEV,C,0.0
1971.0,North America,PHEV,DE,0.0
1971.0,North America,PHEV,SUV,0.0
1971.0,North America,BEV,AB,0.0
1971.0,North America,BEV,C,0.0
1971.0,North America,BEV,DE,0.0
1971.0,North America,BEV,SUV,0.0
1971.0,Europe,ICEV,AB,111325892.46412204
1971.0,Europe,ICEV,C,134014426.94707805
1971.0,Europe,ICEV,DE,172590725.2469995
1971.0,Europe,ICEV,SUV,73599445.64412577
1971.0,Europe,HEV,AB,0.0
1971.0,Europe,HEV,C,0.0
1971.0,Europe,HEV,DE,0.0
1971.0,Europe,HEV,SUV,0.0
1971.0,Europe,PHEV,AB,0.0
1971.0,Europe,PHEV,C,0.0
1971.0,Europe,PHEV,DE,0.0
1971.0,Europe,PHEV,SUV,0.0
1971.0,Europe,BEV,AB,0.0
1971.0,Europe,BEV,C,0.0
1971.0,Europe,BEV,DE,0.0
1971.0,Europe,BEV,SUV,0.0
1971.0,China,ICEV,AB,102228.44824187274
1971.0,China,ICEV,C,123062.89763847028
1971.0,China,ICEV,DE,158486.77816462461
1971.0,China,ICEV,SUV,67584.97015495159
1971.0,China,HEV,AB,0.0
1971.0,China,HEV,C,0.0
1971.0,China,HEV,DE,0.0
1971.0,China,HEV,SUV,0.0
1971.0,China,PHEV,AB,0.0
1971.0,China,PHEV,C,0.0
1971.0,China,PHEV,DE,0.0
1971.0,China,PHEV,SUV,0.0
1971.0,China,BEV,AB,0.0
1971.0,China,BEV,C,0.0
1971.0,China,BEV,DE,0.0
1971.0,China,BEV,SUV,0.0
1971.0,Japan and South Korea,ICEV,AB,22097594.80809543
1971.0,Japan and South Korea,ICEV,C,26601147.67164369
1971.0,Japan and South Korea,ICEV,DE,34258336.76000073
1971.0,Japan and South Korea,ICEV,SUV,14609096.697504403
1971.0,Japan and South Korea,HEV,AB,0.0
1971.0,Japan and South Korea,HEV,C,0.0
1971.0,Japan and South Korea,HEV,DE,0.0
1971.0,Japan and South Korea,HEV,SUV,0.0
1971.0,Japan and South Korea,PHEV,AB,0.0
1971.0,Japan and South Korea,PHEV,C,0.0
1971.0,Japan and South Korea,PHEV,DE,0.0
1971.0,Japan and South Korea,PHEV,SUV,0.0
1971.0,Japan and South Korea,BEV,AB,0.0
1971.0,Japan and South Korea,BEV,C,0.0
1971.0,Japan and South Korea,BEV,DE,0.0
1971.0,Japan and South Korea,BEV,SUV,0.0
1971.0,Rest of the world,ICEV,AB,1176614.6996739383
1971.0,Rest of the world,ICEV,C,1416412.132201223
1971.0,Rest of the world,ICEV,DE,1824128.9592037317
1971.0,Rest of the world,ICEV,SUV,777880.0395482134
1971.0,Rest of the world,HEV,AB,0.0
1971.0,Rest of the world,HEV,C,0.0
1971.0,Rest of the world,HEV,DE,0.0
1971.0,Rest of the world,HEV,SUV,0.0
1971.0,Rest of the world,PHEV,AB,0.0
1971.0,Rest of the world,PHEV,C,0.0
1971.0,Rest of the world,PHEV,DE,0.0
1971.0,Rest of the world,PHEV,SUV,0.0
1971.0,Rest of the world,BEV,AB,0.0
1971.0,Rest of the world,BEV,C,0.0
1971.0,Rest of the world,BEV,DE,0.0
1971.0,Rest of the world,BEV,SUV,0.0
1972.0,North America,ICEV,AB,101171266.22647302
1972.0,North America,ICEV,C,121226279.13814628
1972.0,North America,ICEV,DE,155990382.67519766
1972.0,North America,ICEV,SUV,66482543.04108898
1972.0,North America,HEV,AB,0.0
1972.0,North America,HEV,C,0.0
1972.0,North America,HEV,DE,0.0
1972.0,North America,HEV,SUV,0.0
1972.0,North America,PHEV,AB,0.0
1972.0,North America,PHEV,C,0.0
1972.0,North America,PHEV,DE,0.0
1972.0,North America,PHEV,SUV,0.0
1972.0,North America,BEV,AB,0.0
1972.0,North America,BEV,C,0.0
1972.0,North America,BEV,DE,0.0
1972.0,North America,BEV,SUV,0.0
1972.0,Europe,ICEV,AB,113131232.16601747
1972.0,Europe,ICEV,C,135557049.36122924
1972.0,Europe,ICEV,DE,174430793.0137973
1972.0,Europe,ICEV,SUV,74341779.9568929
1972.0,Europe,HEV,AB,0.0
1972.0,Europe,HEV,C,0.0
1972.0,Europe,HEV,DE,0.0
1972.0,Europe,HEV,SUV,0.0
1972.0,Europe,PHEV,AB,0.0
1972.0,Europe,PHEV,C,0.0
1972.0,Europe,PHEV,DE,0.0
1972.0,Europe,PHEV,SUV,0.0
1972.0,Europe,BEV,AB,0.0
1972.0,Europe,BEV,C,0.0
1972.0,Europe,BEV,DE,0.0
1972.0,Europe,BEV,SUV,0.0
1972.0,China,ICEV,AB,123149.22476989814
1972.0,China,ICEV,C,147560.89208356282
1972.0,China,ICEV,DE,189876.98201788173
1972.0,China,ICEV,SUV,80924.8904517434
1972.0,China,HEV,AB,0.0
1972.0,China,HEV,C,0.0
1972.0,China,HEV,DE,0.0
1972.0,China,HEV,SUV,0.0
1972.0,China,PHEV,AB,0.0
1972.0,China,PHEV,C,0.0
1972.0,China,PHEV,DE,0.0
1972.0,China,PHEV,SUV,0.0
1972.0,China,BEV,AB,0.0
1972.0,China,BEV,C,0.0
1972.0,China,BEV,DE,0.0
1972.0,China,BEV,SUV,0.0
1972.0,Japan and South Korea,ICEV,AB,24444819.02480123
1972.0,Japan and South Korea,ICEV,C,29290475.103361066
1972.0,Japan and South Korea,ICEV,DE,37690115.151557975
1972.0,Japan and South Korea,ICEV,SUV,16063392.241331188
1972.0,Japan and South Korea,HEV,AB,0.0
1972.0,Japan and South Korea,HEV,C,0.0
1972.0,Japan and South Korea,HEV,DE,0.0
1972.0,Japan and South Korea,HEV,SUV,0.0
1972.0,Japan and South Korea,PHEV,AB,0.0
1972.0,Japan and South Korea,PHEV,C,0.0
1972.0,Japan and South Korea,PHEV,DE,0.0
1972.0,Japan and South Korea,PHEV,SUV,0.0
1972.0,Japan and South Korea,BEV,AB,0.0
1972.0,Japan and South Korea,BEV,C,0.0
1972.0,Japan and South Korea,BEV,DE,0.0
1972.0,Japan and South Korea,BEV,SUV,0.0
1972.0,Rest of the world,ICEV,AB,1351129.7674974422
1972.0,Rest of the world,ICEV,C,1618961.9884745972
1972.0,Rest of the world,ICEV,DE,2083232.298427312
1972.0,Rest of the world,ICEV,SUV,887866.1528330338
1972.0,Rest of the world,HEV,AB,0.0
1972.0,Rest of the world,HEV,C,0.0
1972.0,Rest of the world,HEV,DE,0.0
1972.0,Rest of the world,HEV,SUV,0.0
1972.0,Rest of the world,PHEV,AB,0.0
1972.0,Rest of the world,PHEV,C,0.0
1972.0,Rest of the world,PHEV,DE,0.0
1972.0,Rest of the world,PHEV,SUV,0.0
1972.0,Rest of the world,BEV,AB,0.0
1972.0,Rest of the world,BEV,C,0.0
1972.0,Rest of the world,BEV,DE,0.0
1972.0,Rest of the world,BEV,SUV,0.0
1973.0,North America,ICEV,AB,108146785.18881717
1973.0,North America,ICEV,C,128965396.44593653
1973.0,North America,ICEV,DE,165803445.18614453
1973.0,North America,ICEV,SUV,70623000.54723309
1973.0,North America,HEV,AB,0.0
1973.0,North America,HEV,C,0.0
1973.0,North America,HEV,DE,0.0
1973.0,North America,HEV,SUV,0.0
1973.0,North America,PHEV,AB,0.0
1973.0,North America,PHEV,C,0.0
1973.0,North America,PHEV,DE,0.0
1973.0,North America,PHEV,SUV,0.0
1973.0,North America,BEV,AB,0.0
1973.0,North America,BEV,C,0.0
1973.0,North America,BEV,DE,0.0
1973.0,North America,BEV,SUV,0.0
1973.0,Europe,ICEV,AB,114518587.15444261
1973.0,Europe,ICEV,C,136563791.2122458
1973.0,Europe,ICEV,DE,175572267.40402207
1973.0,Europe,ICEV,SUV,74783972.81210037
1973.0,Europe,HEV,AB,0.0
1973.0,Europe,HEV,C,0.0
1973.0,Europe,HEV,DE,0.0
1973.0,Europe,HEV,SUV,0.0
1973.0,Europe,PHEV,AB,0.0
1973.0,Europe,PHEV,C,0.0
1973.0,Europe,PHEV,DE,0.0
1973.0,Europe,PHEV,SUV,0.0
1973.0,Europe,BEV,AB,0.0
1973.0,Europe,BEV,C,0.0
1973.0,Europe,BEV,DE,0.0
1973.0,Europe,BEV,SUV,0.0
1973.0,China,ICEV,AB,148355.2629790296
1973.0,China,ICEV,C,176914.13823838864
1973.0,China,ICEV,DE,227448.4042264726
1973.0,China,ICEV,SUV,96880.30763244836
1973.0,China,HEV,AB,0.0
1973.0,China,HEV,C,0.0
1973.0,China,HEV,DE,0.0
1973.0,China,HEV,SUV,0.0
1973.0,China,PHEV,AB,0.0
1973.0,China,PHEV,C,0.0
1973.0,China,PHEV,DE,0.0
1973.0,China,PHEV,SUV,0.0
1973.0,China,BEV,AB,0.0
1973.0,China,BEV,C,0.0
1973.0,China,BEV,DE,0.0
1973.0,China,BEV,SUV,0.0
1973.0,Japan and South Korea,ICEV,AB,27730612.62762885
1973.0,Japan and South Korea,ICEV,C,33068846.614042964
1973.0,Japan and South Korea,ICEV,DE,42514727.57840889
1973.0,Japan and South Korea,ICEV,SUV,18108897.711169783
1973.0,Japan and South Korea,HEV,AB,0.0
1973.0,Japan and South Korea,HEV,C,0.0
1973.0,Japan and South Korea,HEV,DE,0.0
1973.0,Japan and South Korea,HEV,SUV,0.0
1973.0,Japan and South Korea,PHEV,AB,0.0
1973.0,Japan and South Korea,PHEV,C,0.0
1973.0,Japan and South Korea,PHEV,DE,0.0
1973.0,Japan and South Korea,PHEV,SUV,0.0
1973.0,Japan and South Korea,BEV,AB,0.0
1973.0,Japan and South Korea,BEV,C,0.0
1973.0,Japan and South Korea,BEV,DE,0.0
1973.0,Japan and South Korea,BEV,SUV,0.0
1973.0,Rest of the world,ICEV,AB,1551668.4255055527
1973.0,Rest of the world,ICEV,C,1850369.6924377747
1973.0,Rest of the world,ICEV,DE,2378914.6416715127
1973.0,Rest of the world,ICEV,SUV,1013284.6748266942
1973.0,Rest of the world,HEV,AB,0.0
1973.0,Rest of the world,HEV,C,0.0
1973.0,Rest of the world,HEV,DE,0.0
1973.0,Rest of the world,HEV,SUV,0.0
1973.0,Rest of the world,PHEV,AB,0.0
1973.0,Rest of the world,PHEV,C,0.0
1973.0,Rest of the world,PHEV,DE,0.0
1973.0,Rest of the world,PHEV,SUV,0.0
1973.0,Rest of the world,BEV,AB,0.0
1973.0,Rest of the world,BEV,C,0.0
1973.0,Rest of the world,BEV,DE,0.0
1973.0,Rest of the world,BEV,SUV,0.0
1974.0,North America,ICEV,AB,87772651.6119231
1974.0,North America,ICEV,C,104160760.91852714
1974.0,North America,ICEV,DE,133792412.14137883
1974.0,North America,ICEV,SUV,56953370.07878677
1974.0,North America,HEV,AB,0.0
1974.0,North America,HEV,C,0.0
1974.0,North America,HEV,DE,0.0
1974.0,North America,HEV,SUV,0.0
1974.0,North America,PHEV,AB,0.0
1974.0,North America,PHEV,C,0.0
1974.0,North America,PHEV,DE,0.0
1974.0,North America,PHEV,SUV,0.0
1974.0,North America,BEV,AB,0.0
1974.0,North America,BEV,C,0.0
1974.0,North America,BEV,DE,0.0
1974.0,North America,BEV,SUV,0.0
1974.0,Europe,ICEV,AB,115029484.23042911
1974.0,Europe,ICEV,C,136506740.82950497
1974.0,Europe,ICEV,DE,175340175.7829225
1974.0,Europe,ICEV,SUV,74639613.42211133
1974.0,Europe,HEV,AB,0.0
1974.0,Europe,HEV,C,0.0
1974.0,Europe,HEV,DE,0.0
1974.0,Europe,HEV,SUV,0.0
1974.0,Europe,PHEV,AB,0.0
1974.0,Europe,PHEV,C,0.0
1974.0,Europe,PHEV,DE,0.0
1974.0,Europe,PHEV,SUV,0.0
1974.0,Europe,BEV,AB,0.0
1974.0,Europe,BEV,C,0.0
1974.0,Europe,BEV,DE,0.0
1974.0,Europe,BEV,SUV,0.0
1974.0,China,ICEV,AB,178715.03716073505
1974.0,China,ICEV,C,212083.0795969292
1974.0,China,ICEV,DE,272416.4699203738
1974.0,China,ICEV,SUV,115963.49732103605
1974.0,China,HEV,AB,0.0
1974.0,China,HEV,C,0.0
1974.0,China,HEV,DE,0.0
1974.0,China,HEV,SUV,0.0
1974.0,China,PHEV,AB,0.0
1974.0,China,PHEV,C,0.0
1974.0,China,PHEV,DE,0.0
1974.0,China,PHEV,SUV,0.0
1974.0,China,BEV,AB,0.0
1974.0,China,BEV,C,0.0
1974.0,China,BEV,DE,0.0
1974.0,China,BEV,SUV,0.0
1974.0,Japan and South Korea,ICEV,AB,22537551.621953443
1974.0,Japan and South Korea,ICEV,C,26745557.791310556
1974.0,Japan and South Korea,ICEV,DE,34354133.54713313
1974.0,Japan and South Korea,ICEV,SUV,14624025.759984128
1974.0,Japan and South Korea,HEV,AB,0.0
1974.0,Japan and South Korea,HEV,C,0.0
1974.0,Japan and South Korea,HEV,DE,0.0
1974.0,Japan and South Korea,HEV,SUV,0.0
1974.0,Japan and South Korea,PHEV,AB,0.0
1974.0,Japan and South Korea,PHEV,C,0.0
1974.0,Japan and South Korea,PHEV,DE,0.0
1974.0,Japan and South Korea,PHEV,SUV,0.0
1974.0,Japan and South Korea,BEV,AB,0.0
1974.0,Japan and South Korea,BEV,C,0.0
1974.0,Japan and South Korea,BEV,DE,0.0
1974.0,Japan and South Korea,BEV,SUV,0.0
1974.0,Rest of the world,ICEV,AB,1782024.0955143855
1974.0,Rest of the world,ICEV,C,2114747.3883392876
1974.0,Rest of the world,ICEV,DE,2716350.6838904843
1974.0,Rest of the world,ICEV,SUV,1156308.667190354
1974.0,Rest of the world,HEV,AB,0.0
1974.0,Rest of the world,HEV,C,0.0
1974.0,Rest of the world,HEV,DE,0.0
1974.0,Rest of the world,HEV,SUV,0.0
1974.0,Rest of the world,PHEV,AB,0.0
1974.0,Rest of the world,PHEV,C,0.0
1974.0,Rest of the world,PHEV,DE,0.0
1974.0,Rest of the world,PHEV,SUV,0.0
1974.0,Rest of the world,BEV,AB,0.0
1974.0,Rest of the world,BEV,C,0.0
1974.0,Rest of the world,BEV,DE,0.0
1974.0,Rest of the world,BEV,SUV,0.0
1975.0,North America,ICEV,AB,87315176.07515799
1975.0,North America,ICEV,C,103111726.91405605
1975.0,North America,ICEV,DE,132322427.06976108
1975.0,North America,ICEV,SUV,56292619.75971351
1975.0,North America,HEV,AB,0.0
1975.0,North America,HEV,C,0.0
1975.0,North America,HEV,DE,0.0
1975.0,North America,HEV,SUV,0.0
1975.0,North America,PHEV,AB,0.0
1975.0,North America,PHEV,C,0.0
1975.0,North America,PHEV,DE,0.0
1975.0,North America,PHEV,SUV,0.0
1975.0,North America,BEV,AB,0.0
1975.0,North America,BEV,C,0.0
1975.0,North America,BEV,DE,0.0
1975.0,North America,BEV,SUV,0.0
1975.0,Europe,ICEV,AB,112953098.43439776
1975.0,Europe,ICEV,C,133387912.19797745
1975.0,Europe,ICEV,DE,171175605.45287028
1975.0,Europe,ICEV,SUV,72821542.67633756
1975.0,Europe,HEV,AB,0.0
1975.0,Europe,HEV,C,0.0
1975.0,Europe,HEV,DE,0.0
1975.0,Europe,HEV,SUV,0.0
1975.0,Europe,PHEV,AB,0.0
