Age-cohort,Region,Powertrain,Segment,Values
1939.0,North America,BEV,AB,0.0
1939.0,North America,BEV,C,0.0
1939.0,North America,BEV,DE,0.0
1939.0,North America,BEV,SUV,0.0
1939.0,Europe,ICEV,AB,60113695.24510064
1939.0,Europe,ICEV,C,73892426.06198187
1939.0,Europe,ICEV,DE,94524865.53412531
1939.0,Europe,ICEV,SUV,40256131.26130261
1939.0,Europe,HEV,AB,0.0
1939.0,Europe,HEV,C,0.0
1939.0,Europe,HEV,DE,0.0
1939.0,Europe,HEV,SUV,0.0
1939.0,Europe,PHEV,AB,0.0
1939.0,Europe,PHEV,C,0.0
1939.0,Europe,PHEV,DE,0.0
1939.0,Europe,PHEV,SUV,0.0
1939.0,Europe,BEV,AB,0.0
1939.0,Europe,BEV,C,0.0
1939.0,Europe,BEV,DE,0.0
1939.0,Europe,BEV,SUV,0.0
1939.0,China,ICEV,AB,1669.9436010520892
1939.0,China,ICEV,C,2052.7133387042654
1939.0,China,ICEV,DE,2625.8774093892835
1939.0,China,ICEV,SUV,1118.3053799775228
1939.0,China,HEV,AB,0.0
1939.0,China,HEV,C,0.0
1939.0,China,HEV,DE,0.0
1939.0,China,HEV,SUV,0.0
1939.0,China,PHEV,AB,0.0
1939.0,China,PHEV,C,0.0
1939.0,China,PHEV,DE,0.0
1939.0,China,PHEV,SUV,0.0
1939.0,China,BEV,AB,0.0
1939.0,China,BEV,C,0.0
1939.0,China,BEV,DE,0.0
1939.0,China,BEV,SUV,0.0
1939.0,Japan and South Korea,ICEV,AB,274011.56508491654
1939.0,Japan and South Korea,ICEV,C,336818.0783199369
1939.0,Japan and South Korea,ICEV,DE,430865.3167775096
1939.0,Japan and South Korea,ICEV,SUV,183496.38108584547
1939.0,Japan and South Korea,HEV,AB,0.0
1939.0,Japan and South Korea,HEV,C,0.0
1939.0,Japan and South Korea,HEV,DE,0.0
1939.0,Japan and South Korea,HEV,SUV,0.0
1939.0,Japan and South Korea,PHEV,AB,0.0
1939.0,Japan and South Korea,PHEV,C,0.0
1939.0,Japan and South Korea,PHEV,DE,0.0
1939.0,Japan and South Korea,PHEV,SUV,0.0
1939.0,Japan and South Korea,BEV,AB,0.0
1939.0,Japan and South Korea,BEV,C,0.0
1939.0,Japan and South Korea,BEV,DE,0.0
1939.0,Japan and South Korea,BEV,SUV,0.0
1939.0,Rest of the world,ICEV,AB,52560.16138648651
1939.0,Rest of the world,ICEV,C,64607.53782014964
1939.0,Rest of the world,ICEV,DE,82647.42613563559
1939.0,Rest of the world,ICEV,SUV,35197.78225681605
1939.0,Rest of the world,HEV,AB,0.0
1939.0,Rest of the world,HEV,C,0.0
1939.0,Rest of the world,HEV,DE,0.0
1939.0,Rest of the world,HEV,SUV,0.0
1939.0,Rest of the world,PHEV,AB,0.0
1939.0,Rest of the world,PHEV,C,0.0
1939.0,Rest of the world,PHEV,DE,0.0
1939.0,Rest of the world,PHEV,SUV,0.0
1939.0,Rest of the world,BEV,AB,0.0
1939.0,Rest of the world,BEV,C,0.0
1939.0,Rest of the world,BEV,DE,0.0
1939.0,Rest of the world,BEV,SUV,0.0
1940.0,North America,ICEV,AB,30097478.22517518
1940.0,North America,ICEV,C,36996156.621849395
1940.0,North America,ICEV,DE,47326321.740016766
1940.0,North America,ICEV,SUV,20155274.586378008
1940.0,North America,HEV,AB,0.0
1940.0,North America,HEV,C,0.0
1940.0,North America,HEV,DE,0.0
1940.0,North America,HEV,SUV,0.0
1940.0,North America,PHEV,AB,0.0
1940.0,North America,PHEV,C,0.0
1940.0,North America,PHEV,DE,0.0
1940.0,North America,PHEV,SUV,0.0
1940.0,North America,BEV,AB,0.0
1940.0,North America,BEV,C,0.0
1940.0,North America,BEV,DE,0.0
1940.0,North America,BEV,SUV,0.0
1940.0,Europe,ICEV,AB,61655072.046258196
1940.0,Europe,ICEV,C,75787103.65331613
1940.0,Europe,ICEV,DE,96948580.03500211
1940.0,Europe,ICEV,SUV,41288339.75518293
1940.0,Europe,HEV,AB,0.0
1940.0,Europe,HEV,C,0.0
1940.0,Europe,HEV,DE,0.0
1940.0,Europe,HEV,SUV,0.0
1940.0,Europe,PHEV,AB,0.0
1940.0,Europe,PHEV,C,0.0
1940.0,Europe,PHEV,DE,0.0
1940.0,Europe,PHEV,SUV,0.0
1940.0,Europe,BEV,AB,0.0
1940.0,Europe,BEV,C,0.0
1940.0,Europe,BEV,DE,0.0
1940.0,Europe,BEV,SUV,0.0
1940.0,China,ICEV,AB,1712.7622622557221
1940.0,China,ICEV,C,2105.3465156228044
1940.0,China,ICEV,DE,2693.2069617670268
1940.0,China,ICEV,SUV,1146.9796053569248
1940.0,China,HEV,AB,0.0
1940.0,China,HEV,C,0.0
1940.0,China,HEV,DE,0.0
1940.0,China,HEV,SUV,0.0
1940.0,China,PHEV,AB,0.0
1940.0,China,PHEV,C,0.0
1940.0,China,PHEV,DE,0.0
1940.0,China,PHEV,SUV,0.0
1940.0,China,BEV,AB,0.0
1940.0,China,BEV,C,0.0
1940.0,China,BEV,DE,0.0
1940.0,China,BEV,SUV,0.0
1940.0,Japan and South Korea,ICEV,AB,281029.9032559233
1940.0,Japan and South Korea,ICEV,C,345445.09804089426
1940.0,Japan and South Korea,ICEV,DE,441901.1958593484
1940.0,Japan and South Korea,ICEV,SUV,188196.32743744308
1940.0,Japan and South Korea,HEV,AB,0.0
1940.0,Japan and South Korea,HEV,C,0.0
1940.0,Japan and South Korea,HEV,DE,0.0
1940.0,Japan and South Korea,HEV,SUV,0.0
1940.0,Japan and South Korea,PHEV,AB,0.0
1940.0,Japan and South Korea,PHEV,C,0.0
1940.0,Japan and South Korea,PHEV,DE,0.0
1940.0,Japan and South Korea,PHEV,SUV,0.0
1940.0,Japan and South Korea,BEV,AB,0.0
1940.0,Japan and South Korea,BEV,C,0.0
1940.0,Japan and South Korea,BEV,DE,0.0
1940.0,Japan and South Korea,BEV,SUV,0.0
1940.0,Rest of the world,ICEV,AB,53898.01915403219
1940.0,Rest of the world,ICEV,C,66252.04754071741
1940.0,Rest of the world,ICEV,DE,84751.1202283947
1940.0,Rest of the world,ICEV,SUV,36093.70086038353
1940.0,Rest of the world,HEV,AB,0.0
1940.0,Rest of the world,HEV,C,0.0
1940.0,Rest of the world,HEV,DE,0.0
1940.0,Rest of the world,HEV,SUV,0.0
1940.0,Rest of the world,PHEV,AB,0.0
1940.0,Rest of the world,PHEV,C,0.0
1940.0,Rest of the world,PHEV,DE,0.0
1940.0,Rest of the world,PHEV,SUV,0.0
1940.0,Rest of the world,BEV,AB,0.0
1940.0,Rest of the world,BEV,C,0.0
1940.0,Rest of the world,BEV,DE,0.0
1940.0,Rest of the world,BEV,SUV,0.0
1941.0,North America,ICEV,AB,30844593.09038043
1941.0,North America,ICEV,C,37914518.56436341
1941.0,North America,ICEV,DE,48501111.14339865
1941.0,North America,ICEV,SUV,20655592.42507258
1941.0,North America,HEV,AB,0.0
1941.0,North America,HEV,C,0.0
1941.0,North America,HEV,DE,0.0
1941.0,North America,HEV,SUV,0.0
1941.0,North America,PHEV,AB,0.0
1941.0,North America,PHEV,C,0.0
1941.0,North America,PHEV,DE,0.0
1941.0,North America,PHEV,SUV,0.0
1941.0,North America,BEV,AB,0.0
1941.0,North America,BEV,C,0.0
1941.0,North America,BEV,DE,0.0
1941.0,North America,BEV,SUV,0.0
1941.0,Europe,ICEV,AB,63196448.84741456
1941.0,Europe,ICEV,C,77681781.24464893
1941.0,Europe,ICEV,DE,99372294.53587702
1941.0,Europe,ICEV,SUV,42320548.24906244
1941.0,Europe,HEV,AB,0.0
1941.0,Europe,HEV,C,0.0
1941.0,Europe,HEV,DE,0.0
1941.0,Europe,HEV,SUV,0.0
1941.0,Europe,PHEV,AB,0.0
1941.0,Europe,PHEV,C,0.0
1941.0,Europe,PHEV,DE,0.0
1941.0,Europe,PHEV,SUV,0.0
1941.0,Europe,BEV,AB,0.0
1941.0,Europe,BEV,C,0.0
1941.0,Europe,BEV,DE,0.0
1941.0,Europe,BEV,SUV,0.0
1941.0,China,ICEV,AB,1755.5846408224352
1941.0,China,ICEV,C,2157.9842619655883
1941.0,China,ICEV,DE,2760.542359455789
1941.0,China,ICEV,SUV,1175.6563201300578
1941.0,China,HEV,AB,0.0
1941.0,China,HEV,C,0.0
1941.0,China,HEV,DE,0.0
1941.0,China,HEV,SUV,0.0
1941.0,China,PHEV,AB,0.0
1941.0,China,PHEV,C,0.0
1941.0,China,PHEV,DE,0.0
1941.0,China,PHEV,SUV,0.0
1941.0,China,BEV,AB,0.0
1941.0,China,BEV,C,0.0
1941.0,China,BEV,DE,0.0
1941.0,China,BEV,SUV,0.0
1941.0,Japan and South Korea,ICEV,AB,288052.6545032687
1941.0,Japan and South Korea,ICEV,C,354077.54236461024
1941.0,Japan and South Korea,ICEV,DE,452944.01421593636
1941.0,Japan and South Korea,ICEV,SUV,192899.22907867355
1941.0,Japan and South Korea,HEV,AB,0.0
1941.0,Japan and South Korea,HEV,C,0.0
1941.0,Japan and South Korea,HEV,DE,0.0
1941.0,Japan and South Korea,HEV,SUV,0.0
1941.0,Japan and South Korea,PHEV,AB,0.0
1941.0,Japan and South Korea,PHEV,C,0.0
1941.0,Japan and South Korea,PHEV,DE,0.0
1941.0,Japan and South Korea,PHEV,SUV,0.0
1941.0,Japan and South Korea,BEV,AB,0.0
1941.0,Japan and South Korea,BEV,C,0.0
1941.0,Japan and South Korea,BEV,DE,0.0
1941.0,Japan and South Korea,BEV,SUV,0.0
1941.0,Rest of the world,ICEV,AB,55238.15586971572
1941.0,Rest of the world,ICEV,C,67899.35856980714
1941.0,Rest of the world,ICEV,DE,86858.39781848188
1941.0,Rest of the world,ICEV,SUV,36991.14559930173
1941.0,Rest of the world,HEV,AB,0.0
1941.0,Rest of the world,HEV,C,0.0
1941.0,Rest of the world,HEV,DE,0.0
1941.0,Rest of the world,HEV,SUV,0.0
1941.0,Rest of the world,PHEV,AB,0.0
1941.0,Rest of the world,PHEV,C,0.0
1941.0,Rest of the world,PHEV,DE,0.0
1941.0,Rest of the world,PHEV,SUV,0.0
1941.0,Rest of the world,BEV,AB,0.0
1941.0,Rest of the world,BEV,C,0.0
1941.0,Rest of the world,BEV,DE,0.0
1941.0,Rest of the world,BEV,SUV,0.0
1942.0,North America,ICEV,AB,31593240.76617619
1942.0,North America,ICEV,C,38834764.65478691
1942.0,North America,ICEV,DE,49678310.79147381
1942.0,North America,ICEV,SUV,21156936.735756256
1942.0,North America,HEV,AB,0.0
1942.0,North America,HEV,C,0.0
1942.0,North America,HEV,DE,0.0
1942.0,North America,HEV,SUV,0.0
1942.0,North America,PHEV,AB,0.0
1942.0,North America,PHEV,C,0.0
1942.0,North America,PHEV,DE,0.0
1942.0,North America,PHEV,SUV,0.0
1942.0,North America,BEV,AB,0.0
1942.0,North America,BEV,C,0.0
1942.0,North America,BEV,DE,0.0
1942.0,North America,BEV,SUV,0.0
1942.0,Europe,ICEV,AB,64737825.648570016
1942.0,Europe,ICEV,C,79576458.8359806
1942.0,Europe,ICEV,DE,101796009.03675051
1942.0,Europe,ICEV,SUV,43352756.74294135
1942.0,Europe,HEV,AB,0.0
1942.0,Europe,HEV,C,0.0
1942.0,Europe,HEV,DE,0.0
1942.0,Europe,HEV,SUV,0.0
1942.0,Europe,PHEV,AB,0.0
1942.0,Europe,PHEV,C,0.0
1942.0,Europe,PHEV,DE,0.0
1942.0,Europe,PHEV,SUV,0.0
1942.0,Europe,BEV,AB,0.0
1942.0,Europe,BEV,C,0.0
1942.0,Europe,BEV,DE,0.0
1942.0,Europe,BEV,SUV,0.0
1942.0,China,ICEV,AB,1798.408903426574
1942.0,China,ICEV,C,2210.6243241882335
1942.0,China,ICEV,DE,2827.8807196705393
1942.0,China,ICEV,SUV,1204.3342965800448
1942.0,China,HEV,AB,0.0
1942.0,China,HEV,C,0.0
1942.0,China,HEV,DE,0.0
1942.0,China,HEV,SUV,0.0
1942.0,China,PHEV,AB,0.0
1942.0,China,PHEV,C,0.0
1942.0,China,PHEV,DE,0.0
1942.0,China,PHEV,SUV,0.0
1942.0,China,BEV,AB,0.0
1942.0,China,BEV,C,0.0
1942.0,China,BEV,DE,0.0
1942.0,China,BEV,SUV,0.0
1942.0,Japan and South Korea,ICEV,AB,295081.8833867607
1942.0,Japan and South Korea,ICEV,C,362717.9490710756
1942.0,Japan and South Korea,ICEV,DE,463997.01823293406
1942.0,Japan and South Korea,ICEV,SUV,197606.46857619318
1942.0,Japan and South Korea,HEV,AB,0.0
1942.0,Japan and South Korea,HEV,C,0.0
1942.0,Japan and South Korea,HEV,DE,0.0
1942.0,Japan and South Korea,HEV,SUV,0.0
1942.0,Japan and South Korea,PHEV,AB,0.0
1942.0,Japan and South Korea,PHEV,C,0.0
1942.0,Japan and South Korea,PHEV,DE,0.0
1942.0,Japan and South Korea,PHEV,SUV,0.0
1942.0,Japan and South Korea,BEV,AB,0.0
1942.0,Japan and South Korea,BEV,C,0.0
1942.0,Japan and South Korea,BEV,DE,0.0
1942.0,Japan and South Korea,BEV,SUV,0.0
1942.0,Rest of the world,ICEV,AB,56580.88389433725
1942.0,Rest of the world,ICEV,C,69549.85486480547
1942.0,Rest of the world,ICEV,DE,88969.7500728851
1942.0,Rest of the world,ICEV,SUV,37890.32565115188
1942.0,Rest of the world,HEV,AB,0.0
1942.0,Rest of the world,HEV,C,0.0
1942.0,Rest of the world,HEV,DE,0.0
1942.0,Rest of the world,HEV,SUV,0.0
1942.0,Rest of the world,PHEV,AB,0.0
1942.0,Rest of the world,PHEV,C,0.0
1942.0,Rest of the world,PHEV,DE,0.0
1942.0,Rest of the world,PHEV,SUV,0.0
1942.0,Rest of the world,BEV,AB,0.0
1942.0,Rest of the world,BEV,C,0.0
1942.0,Rest of the world,BEV,DE,0.0
1942.0,Rest of the world,BEV,SUV,0.0
1943.0,North America,ICEV,AB,32343492.82771042
1943.0,North America,ICEV,C,39756982.87409169
1943.0,North America,ICEV,DE,50858033.23149472
1943.0,North America,ICEV,SUV,21659355.449911848
1943.0,North America,HEV,AB,0.0
1943.0,North America,HEV,C,0.0
1943.0,North America,HEV,DE,0.0
1943.0,North America,HEV,SUV,0.0
1943.0,North America,PHEV,AB,0.0
1943.0,North America,PHEV,C,0.0
1943.0,North America,PHEV,DE,0.0
1943.0,North America,PHEV,SUV,0.0
1943.0,North America,BEV,AB,0.0
1943.0,North America,BEV,C,0.0
1943.0,North America,BEV,DE,0.0
1943.0,North America,BEV,SUV,0.0
1943.0,Europe,ICEV,AB,66279202.449727274
1943.0,Europe,ICEV,C,81471136.42731449
1943.0,Europe,ICEV,DE,104219723.53762682
1943.0,Europe,ICEV,SUV,44384965.23682146
1943.0,Europe,HEV,AB,0.0
1943.0,Europe,HEV,C,0.0
1943.0,Europe,HEV,DE,0.0
1943.0,Europe,HEV,SUV,0.0
1943.0,Europe,PHEV,AB,0.0
1943.0,Europe,PHEV,C,0.0
1943.0,Europe,PHEV,DE,0.0
1943.0,Europe,PHEV,SUV,0.0
1943.0,Europe,BEV,AB,0.0
1943.0,Europe,BEV,C,0.0
1943.0,Europe,BEV,DE,0.0
1943.0,Europe,BEV,SUV,0.0
1943.0,China,ICEV,AB,1841.2331792419352
1943.0,China,ICEV,C,2263.2644026502608
1943.0,China,ICEV,DE,2895.219100659075
1943.0,China,ICEV,SUV,1233.012281877146
1943.0,China,HEV,AB,0.0
1943.0,China,HEV,C,0.0
1943.0,China,HEV,DE,0.0
1943.0,China,HEV,SUV,0.0
1943.0,China,PHEV,AB,0.0
1943.0,China,PHEV,C,0.0
1943.0,China,PHEV,DE,0.0
1943.0,China,PHEV,SUV,0.0
1943.0,China,BEV,AB,0.0
1943.0,China,BEV,C,0.0
1943.0,China,BEV,DE,0.0
1943.0,China,BEV,SUV,0.0
1943.0,Japan and South Korea,ICEV,AB,302118.24809550034
1943.0,Japan and South Korea,ICEV,C,371367.1272136896
1943.0,Japan and South Korea,ICEV,DE,475061.2428697799
1943.0,Japan and South Korea,ICEV,SUV,202318.48669723034
1943.0,Japan and South Korea,HEV,AB,0.0
1943.0,Japan and South Korea,HEV,C,0.0
1943.0,Japan and South Korea,HEV,DE,0.0
1943.0,Japan and South Korea,HEV,SUV,0.0
1943.0,Japan and South Korea,PHEV,AB,0.0
1943.0,Japan and South Korea,PHEV,C,0.0
1943.0,Japan and South Korea,PHEV,DE,0.0
1943.0,Japan and South Korea,PHEV,SUV,0.0
1943.0,Japan and South Korea,BEV,AB,0.0
1943.0,Japan and South Korea,BEV,C,0.0
1943.0,Japan and South Korea,BEV,DE,0.0
1943.0,Japan and South Korea,BEV,SUV,0.0
1943.0,Rest of the world,ICEV,AB,57926.14370419435
1943.0,Rest of the world,ICEV,C,71203.46325851211
1943.0,Rest of the world,ICEV,DE,91085.08339446409
1943.0,Rest of the world,ICEV,SUV,38791.20115490119
1943.0,Rest of the world,HEV,AB,0.0
1943.0,Rest of the world,HEV,C,0.0
1943.0,Rest of the world,HEV,DE,0.0
1943.0,Rest of the world,HEV,SUV,0.0
1943.0,Rest of the world,PHEV,AB,0.0
1943.0,Rest of the world,PHEV,C,0.0
1943.0,Rest of the world,PHEV,DE,0.0
1943.0,Rest of the world,PHEV,SUV,0.0
1943.0,Rest of the world,BEV,AB,0.0
1943.0,Rest of the world,BEV,C,0.0
1943.0,Rest of the world,BEV,DE,0.0
1943.0,Rest of the world,BEV,SUV,0.0
1944.0,North America,ICEV,AB,33095210.434868604
1944.0,North America,ICEV,C,40681002.55845726
1944.0,North America,ICEV,DE,52040060.14643558
1944.0,North America,ICEV,SUV,22162755.59095805
1944.0,North America,HEV,AB,0.0
1944.0,North America,HEV,C,0.0
1944.0,North America,HEV,DE,0.0
1944.0,North America,HEV,SUV,0.0
1944.0,North America,PHEV,AB,0.0
1944.0,North America,PHEV,C,0.0
1944.0,North America,PHEV,DE,0.0
1944.0,North America,PHEV,SUV,0.0
1944.0,North America,BEV,AB,0.0
1944.0,North America,BEV,C,0.0
1944.0,North America,BEV,DE,0.0
1944.0,North America,BEV,SUV,0.0
1944.0,Europe,ICEV,AB,67820579.25088373
1944.0,Europe,ICEV,C,83365814.01864739
1944.0,Europe,ICEV,DE,106643438.03850186
1944.0,Europe,ICEV,SUV,45417173.73070104
1944.0,Europe,HEV,AB,0.0
1944.0,Europe,HEV,C,0.0
1944.0,Europe,HEV,DE,0.0
1944.0,Europe,HEV,SUV,0.0
1944.0,Europe,PHEV,AB,0.0
1944.0,Europe,PHEV,C,0.0
1944.0,Europe,PHEV,DE,0.0
1944.0,Europe,PHEV,SUV,0.0
1944.0,Europe,BEV,AB,0.0
1944.0,Europe,BEV,C,0.0
1944.0,Europe,BEV,DE,0.0
1944.0,Europe,BEV,SUV,0.0
1944.0,China,ICEV,AB,1884.055843905413
1944.0,China,ICEV,C,2315.9025006663855
1944.0,China,ICEV,DE,2962.5549482163433
1944.0,China,ICEV,SUV,1261.689188239714
1944.0,China,HEV,AB,0.0
1944.0,China,HEV,C,0.0
1944.0,China,HEV,DE,0.0
1944.0,China,HEV,SUV,0.0
1944.0,China,PHEV,AB,0.0
1944.0,China,PHEV,C,0.0
1944.0,China,PHEV,DE,0.0
1944.0,China,PHEV,SUV,0.0
1944.0,China,BEV,AB,0.0
1944.0,China,BEV,C,0.0
1944.0,China,BEV,DE,0.0
1944.0,China,BEV,SUV,0.0
1944.0,Japan and South Korea,ICEV,AB,309161.0842298559
1944.0,Japan and South Korea,ICEV,C,380024.2601049992
1944.0,Japan and South Korea,ICEV,DE,486135.6434013808
1944.0,Japan and South Korea,ICEV,SUV,207034.83851557193
1944.0,Japan and South Korea,HEV,AB,0.0
1944.0,Japan and South Korea,HEV,C,0.0
1944.0,Japan and South Korea,HEV,DE,0.0
1944.0,Japan and South Korea,HEV,SUV,0.0
1944.0,Japan and South Korea,PHEV,AB,0.0
1944.0,Japan and South Korea,PHEV,C,0.0
1944.0,Japan and South Korea,PHEV,DE,0.0
1944.0,Japan and South Korea,PHEV,SUV,0.0
1944.0,Japan and South Korea,BEV,AB,0.0
1944.0,Japan and South Korea,BEV,C,0.0
1944.0,Japan and South Korea,BEV,DE,0.0
1944.0,Japan and South Korea,BEV,SUV,0.0
1944.0,Rest of the world,ICEV,AB,59273.55858570864
1944.0,Rest of the world,ICEV,C,72859.72069038614
1944.0,Rest of the world,ICEV,DE,93203.80542568372
1944.0,Rest of the world,ICEV,SUV,39693.519838065025
1944.0,Rest of the world,HEV,AB,0.0
1944.0,Rest of the world,HEV,C,0.0
1944.0,Rest of the world,HEV,DE,0.0
1944.0,Rest of the world,HEV,SUV,0.0
1944.0,Rest of the world,PHEV,AB,0.0
1944.0,Rest of the world,PHEV,C,0.0
1944.0,Rest of the world,PHEV,DE,0.0
1944.0,Rest of the world,PHEV,SUV,0.0
1944.0,Rest of the world,BEV,AB,0.0
1944.0,Rest of the world,BEV,C,0.0
1944.0,Rest of the world,BEV,DE,0.0
1944.0,Rest of the world,BEV,SUV,0.0
1945.0,North America,ICEV,AB,33848088.920328826
1945.0,North America,ICEV,C,41606449.20740637
1945.0,North America,ICEV,DE,53223912.4668012
1945.0,North America,ICEV,SUV,22666933.133378685
1945.0,North America,HEV,AB,0.0
1945.0,North America,HEV,C,0.0
1945.0,North America,HEV,DE,0.0
1945.0,North America,HEV,SUV,0.0
1945.0,North America,PHEV,AB,0.0
1945.0,North America,PHEV,C,0.0
1945.0,North America,PHEV,DE,0.0
1945.0,North America,PHEV,SUV,0.0
1945.0,North America,BEV,AB,0.0
1945.0,North America,BEV,C,0.0
1945.0,North America,BEV,DE,0.0
1945.0,North America,BEV,SUV,0.0
1945.0,Europe,ICEV,AB,69361956.0520401
1945.0,Europe,ICEV,C,85260491.6099802
1945.0,Europe,ICEV,DE,109067152.53937678
1945.0,Europe,ICEV,SUV,46449382.22458055
1945.0,Europe,HEV,AB,0.0
1945.0,Europe,HEV,C,0.0
1945.0,Europe,HEV,DE,0.0
1945.0,Europe,HEV,SUV,0.0
1945.0,Europe,PHEV,AB,0.0
1945.0,Europe,PHEV,C,0.0
1945.0,Europe,PHEV,DE,0.0
1945.0,Europe,PHEV,SUV,0.0
1945.0,Europe,BEV,AB,0.0
1945.0,Europe,BEV,C,0.0
1945.0,Europe,BEV,DE,0.0
1945.0,Europe,BEV,SUV,0.0
1945.0,China,ICEV,AB,1926.875724879451
1945.0,China,ICEV,C,2368.537176940339
1945.0,China,ICEV,DE,3029.8864186035025
1945.0,China,ICEV,SUV,1290.3642304585621
1945.0,China,HEV,AB,0.0
1945.0,China,HEV,C,0.0
1945.0,China,HEV,DE,0.0
1945.0,China,HEV,SUV,0.0
1945.0,China,PHEV,AB,0.0
1945.0,China,PHEV,C,0.0
1945.0,China,PHEV,DE,0.0
1945.0,China,PHEV,SUV,0.0
1945.0,China,BEV,AB,0.0
1945.0,China,BEV,C,0.0
1945.0,China,BEV,DE,0.0
1945.0,China,BEV,SUV,0.0
1945.0,Japan and South Korea,ICEV,AB,316208.69969999394
1945.0,Japan and South Korea,ICEV,C,388687.2678092693
1945.0,Japan and South Korea,ICEV,DE,497217.5591268212
1945.0,Japan and South Korea,ICEV,SUV,211754.39089524676
1945.0,Japan and South Korea,HEV,AB,0.0
1945.0,Japan and South Korea,HEV,C,0.0
1945.0,Japan and South Korea,HEV,DE,0.0
1945.0,Japan and South Korea,HEV,SUV,0.0
1945.0,Japan and South Korea,PHEV,AB,0.0
1945.0,Japan and South Korea,PHEV,C,0.0
1945.0,Japan and South Korea,PHEV,DE,0.0
1945.0,Japan and South Korea,PHEV,SUV,0.0
1945.0,Japan and South Korea,BEV,AB,0.0
1945.0,Japan and South Korea,BEV,C,0.0
1945.0,Japan and South Korea,BEV,DE,0.0
1945.0,Japan and South Korea,BEV,SUV,0.0
1945.0,Rest of the world,ICEV,AB,60622.524810458395
1945.0,Rest of the world,ICEV,C,74517.88505070396
1945.0,Rest of the world,ICEV,DE,95324.96684297224
1945.0,Rest of the world,ICEV,SUV,40596.87740391049
1945.0,Rest of the world,HEV,AB,0.0
1945.0,Rest of the world,HEV,C,0.0
1945.0,Rest of the world,HEV,DE,0.0
1945.0,Rest of the world,HEV,SUV,0.0
1945.0,Rest of the world,PHEV,AB,0.0
1945.0,Rest of the world,PHEV,C,0.0
1945.0,Rest of the world,PHEV,DE,0.0
1945.0,Rest of the world,PHEV,SUV,0.0
1945.0,Rest of the world,BEV,AB,0.0
1945.0,Rest of the world,BEV,C,0.0
1945.0,Rest of the world,BEV,DE,0.0
1945.0,Rest of the world,BEV,SUV,0.0
1946.0,North America,ICEV,AB,34601717.77648318
1946.0,North America,ICEV,C,42532818.2203993
1946.0,North America,ICEV,DE,54408944.69614884
1946.0,North America,ICEV,SUV,23171613.173957746
1946.0,North America,HEV,AB,0.0
1946.0,North America,HEV,C,0.0
1946.0,North America,HEV,DE,0.0
1946.0,North America,HEV,SUV,0.0
1946.0,North America,PHEV,AB,0.0
1946.0,North America,PHEV,C,0.0
1946.0,North America,PHEV,DE,0.0
1946.0,North America,PHEV,SUV,0.0
1946.0,North America,BEV,AB,0.0
1946.0,North America,BEV,C,0.0
1946.0,North America,BEV,DE,0.0
1946.0,North America,BEV,SUV,0.0
1946.0,Europe,ICEV,AB,70903332.85319656
1946.0,Europe,ICEV,C,87155169.2013131
1946.0,Europe,ICEV,DE,111490867.04025184
1946.0,Europe,ICEV,SUV,47481590.71846012
1946.0,Europe,HEV,AB,0.0
1946.0,Europe,HEV,C,0.0
1946.0,Europe,HEV,DE,0.0
1946.0,Europe,HEV,SUV,0.0
1946.0,Europe,PHEV,AB,0.0
1946.0,Europe,PHEV,C,0.0
1946.0,Europe,PHEV,DE,0.0
1946.0,Europe,PHEV,SUV,0.0
1946.0,Europe,BEV,AB,0.0
1946.0,Europe,BEV,C,0.0
1946.0,Europe,BEV,DE,0.0
1946.0,Europe,BEV,SUV,0.0
1946.0,China,ICEV,AB,1969.6922118687967
1946.0,China,ICEV,C,2421.167681290375
1946.0,China,ICEV,DE,3097.212552171067
1946.0,China,ICEV,SUV,1319.0369998393703
1946.0,China,HEV,AB,0.0
1946.0,China,HEV,C,0.0
1946.0,China,HEV,DE,0.0
1946.0,China,HEV,SUV,0.0
1946.0,China,PHEV,AB,0.0
1946.0,China,PHEV,C,0.0
1946.0,China,PHEV,DE,0.0
1946.0,China,PHEV,SUV,0.0
1946.0,China,BEV,AB,0.0
1946.0,China,BEV,C,0.0
1946.0,China,BEV,DE,0.0
1946.0,China,BEV,SUV,0.0
1946.0,Japan and South Korea,ICEV,AB,323258.8034897905
1946.0,Japan and South Korea,ICEV,C,397353.33418387466
1946.0,Japan and South Korea,ICEV,DE,508303.38757265214
1946.0,Japan and South Korea,ICEV,SUV,216475.60961937744
1946.0,Japan and South Korea,HEV,AB,0.0
1946.0,Japan and South Korea,HEV,C,0.0
1946.0,Japan and South Korea,HEV,DE,0.0
1946.0,Japan and South Korea,HEV,SUV,0.0
1946.0,Japan and South Korea,PHEV,AB,0.0
1946.0,Japan and South Korea,PHEV,C,0.0
1946.0,Japan and South Korea,PHEV,DE,0.0
1946.0,Japan and South Korea,PHEV,SUV,0.0
1946.0,Japan and South Korea,BEV,AB,0.0
1946.0,Japan and South Korea,BEV,C,0.0
1946.0,Japan and South Korea,BEV,DE,0.0
1946.0,Japan and South Korea,BEV,SUV,0.0
1946.0,Rest of the world,ICEV,AB,61972.318726213554
1946.0,Rest of the world,ICEV,C,76177.06681805638
1946.0,Rest of the world,ICEV,DE,97447.42975038993
1946.0,Rest of the world,ICEV,SUV,41500.789246740955
1946.0,Rest of the world,HEV,AB,0.0
1946.0,Rest of the world,HEV,C,0.0
1946.0,Rest of the world,HEV,DE,0.0
