Time,Alloy,Values
1941.0,Secondary castings,0.0
1942.0,Wrought,0.0
1942.0,Primary castings,0.0
1942.0,Secondary castings,0.0
1943.0,Wrought,0.0
1943.0,Primary castings,0.0
1943.0,Secondary castings,0.0
1944.0,Wrought,0.0
1944.0,Primary castings,0.0
1944.0,Secondary castings,0.0
1945.0,Wrought,0.0
1945.0,Primary castings,0.0
1945.0,Secondary castings,0.0
1946.0,Wrought,0.0
1946.0,Primary castings,0.0
1946.0,Secondary castings,0.0
1947.0,Wrought,0.0
1947.0,Primary castings,0.0
1947.0,Secondary castings,0.0
1948.0,Wrought,0.0
1948.0,Primary castings,0.0
1948.0,Secondary castings,0.0
1949.0,Wrought,0.0
1949.0,Primary castings,0.0
1949.0,Secondary castings,0.0
1950.0,Wrought,166168801.51698858
1950.0,Primary castings,103233878.12982556
1950.0,Secondary castings,240875356.97102943
1951.0,Wrought,168248122.92581493
1951.0,Primary castings,104525417.54498947
1951.0,Secondary castings,243881305.38441798
1952.0,Wrought,170978909.07952538
1952.0,Primary castings,106221220.20278172
1952.0,Secondary castings,247816817.96000025
1953.0,Wrought,180701153.6381141
1953.0,Primary castings,112259359.6069514
1953.0,Secondary castings,261849819.1289958
1954.0,Wrought,182561348.94027787
1954.0,Primary castings,113410398.07007973
1954.0,Secondary castings,264399299.1031029
1955.0,Wrought,202928235.87857088
1955.0,Primary castings,126052995.81223257
1955.0,Secondary castings,293588468.26651996
1956.0,Wrought,206226802.3208588
1956.0,Primary castings,128079988.01489031
1956.0,Secondary castings,297661956.8200279
1957.0,Wrought,193788868.10423258
1957.0,Primary castings,120308948.64784491
1957.0,Secondary castings,278237803.2171544
1958.0,Wrought,194546717.32064956
1958.0,Primary castings,120699442.98196033
1958.0,Secondary castings,276782711.2641929
1959.0,Wrought,199276559.13195875
1959.0,Primary castings,123501065.36759366
1959.0,Secondary castings,279288888.92428184
1960.0,Wrought,203433526.2123331
1960.0,Primary castings,125866743.24100617
1960.0,Secondary castings,278420057.0548738
1961.0,Wrought,205504042.37699717
1961.0,Primary castings,126833270.16581157
1961.0,Secondary castings,271254673.55283767
1962.0,Wrought,209350183.98937133
1962.0,Primary castings,128783415.08017337
1962.0,Secondary castings,262864006.03861856
1963.0,Wrought,233578267.79413733
1963.0,Primary castings,143272459.2336038
1963.0,Secondary castings,280090303.1873547
1964.0,Wrought,241743904.47781092
1964.0,Primary castings,147671443.40283087
1964.0,Secondary castings,270500184.2125109
1965.0,Wrought,259704190.87511355
1965.0,Primary castings,158073158.08408418
1965.0,Secondary castings,272492304.4621911
1966.0,Wrought,261067383.3347517
1966.0,Primary castings,158121735.99612802
1966.0,Secondary castings,249089034.6581892
1967.0,Wrought,258455469.5127413
1967.0,Primary castings,155701990.99612772
1967.0,Secondary castings,219963196.00039455
1968.0,Wrought,278977888.55107176
1968.0,Primary castings,167693467.33022085
1968.0,Secondary castings,225606184.45082724
1969.0,Wrought,286057698.2150271
1969.0,Primary castings,171396930.77495703
1969.0,Secondary castings,213776339.98538378
1970.0,Wrought,277293371.5127163
1970.0,Primary castings,163386314.0130385
1970.0,Secondary castings,119505557.92928678
1971.0,Wrought,305973258.23712146
1971.0,Primary castings,180475877.27360994
1971.0,Secondary castings,137933110.4274557
1972.0,Wrought,321034095.44524956
1972.0,Primary castings,189185889.6950722
1972.0,Secondary castings,139206754.52283064
1973.0,Wrought,335065654.38451916
1973.0,Primary castings,197314196.37106004
1973.0,Secondary castings,140824074.89277524
1974.0,Wrought,297470305.29178375
1974.0,Primary castings,173398040.0796252
1974.0,Secondary castings,68532965.93291
1975.0,Wrought,297776397.84108263
1975.0,Primary castings,173028715.2108507
1975.0,Secondary castings,51189994.50695905
1976.0,Wrought,334818799.01684433
1976.0,Primary castings,195456622.58371738
1976.0,Secondary castings,86287595.21323477
1977.0,Wrought,371973859.297456
1977.0,Primary castings,217909444.3621951
1977.0,Secondary castings,120115490.19672832
1978.0,Wrought,401709662.7616434
1978.0,Primary castings,235696589.44072852
1978.0,Secondary castings,141395676.6349383
1979.0,Wrought,416005219.3037625
1979.0,Primary castings,243832713.0174698
1979.0,Secondary castings,138430117.84029627
1980.0,Wrought,387165281.50773036
1980.0,Primary castings,225116664.7698606
1980.0,Secondary castings,71224037.87630644
1981.0,Wrought,402524258.4565001
1981.0,Primary castings,218443679.27998886
1981.0,Secondary castings,31000892.281107143
1982.0,Wrought,415116370.7882337
1982.0,Primary castings,212265963.00269988
1982.0,Secondary castings,0.0
1983.0,Wrought,476087784.57465357
1983.0,Primary castings,233557606.91441855
1983.0,Secondary castings,15406267.207285568
1984.0,Wrought,533025713.7001433
1984.0,Primary castings,252132680.45720807
1984.0,Secondary castings,33357431.56627142
1985.0,Wrought,604877300.9439411
1985.0,Primary castings,278108846.103552
1985.0,Secondary castings,68854528.40613104
1986.0,Wrought,624443565.4070642
1986.0,Primary castings,279463556.1180519
1986.0,Secondary castings,47063386.70461538
1987.0,Wrought,683364363.9856818
1987.0,Primary castings,298790408.7321067
1987.0,Secondary castings,67017438.110446796
1988.0,Wrought,743921261.6090416
1988.0,Primary castings,318609446.2985875
1988.0,Secondary castings,87433774.9478443
1989.0,Wrought,789557938.3581369
1989.0,Primary castings,331319522.6575279
1989.0,Secondary castings,90061229.36073573
1990.0,Wrought,894595241.9724513
1990.0,Primary castings,370757660.9161637
1990.0,Secondary castings,153444934.88199612
1991.0,Wrought,927772216.2143776
1991.0,Primary castings,377498693.7324256
1991.0,Secondary castings,138704805.49134284
1992.0,Wrought,968851798.5341136
1992.0,Primary castings,387876182.53625125
1992.0,Secondary castings,130542692.79850602
1993.0,Wrought,994283479.8715421
1993.0,Primary castings,391580328.3536879
1993.0,Secondary castings,104836882.39579144
1994.0,Wrought,1069652254.1288666
1994.0,Primary castings,416761611.89260036
1994.0,Secondary castings,127012669.70680155
1995.0,Wrought,1133217736.4928105
1995.0,Primary castings,435906974.432368
1995.0,Secondary castings,115444726.75363186
1996.0,Wrought,1234523039.7689884
1996.0,Primary castings,471550277.7331263
1996.0,Secondary castings,160587382.30947757
1997.0,Wrought,1330341467.5108595
1997.0,Primary castings,504358304.36516464
1997.0,Secondary castings,194077432.20192218
1998.0,Wrought,1395517889.6879644
1998.0,Primary castings,524085403.04992026
1998.0,Secondary castings,190779662.744275
1999.0,Wrought,1531807309.2482595
1999.0,Primary castings,572288686.0995125
1999.0,Secondary castings,246831512.85912353
2000.0,Wrought,1644776944.0635562
2000.0,Primary castings,610287501.2211452
2000.0,Secondary castings,271863066.39122677
2001.0,Wrought,1626033537.2551093
2001.0,Primary castings,595074646.8998753
2001.0,Secondary castings,166245845.34787136
2002.0,Wrought,1735039052.264669
2002.0,Primary castings,630632033.8563838
2002.0,Secondary castings,174015026.28884894
2003.0,Wrought,1842187360.535381
2003.0,Primary castings,665072315.5964235
2003.0,Secondary castings,175845282.92181355
2004.0,Wrought,2049486627.1325176
2004.0,Primary castings,738338585.186412
2004.0,Secondary castings,266513502.8294395
2005.0,Wrought,2272629374.2428265
2005.0,Primary castings,816772866.5243566
2005.0,Secondary castings,368469960.5346048
2006.0,Wrought,2470824652.82589
2006.0,Primary castings,885147941.1132257
2006.0,Secondary castings,446351691.0569935
2007.0,Wrought,2660373243.0654073
2007.0,Primary castings,949562028.2360824
2007.0,Secondary castings,513767988.91605145
2008.0,Wrought,2667485609.238147
2008.0,Primary castings,943044035.9828081
2008.0,Secondary castings,411671023.8434248
2009.0,Wrought,2396032933.780386
2009.0,Primary castings,830808026.2262462
2009.0,Secondary castings,60258260.99170977
2010.0,Wrought,2905615054.109983
2010.0,Primary castings,1014560769.9399226
2010.0,Secondary castings,419406015.5019398
2011.0,Wrought,3074059590.0410776
2011.0,Primary castings,1067777974.5039778
2011.0,Secondary castings,439073042.86681217
2012.0,Wrought,3347453241.644708
2012.0,Primary castings,1158716997.3740678
2012.0,Secondary castings,537262037.4126818
2013.0,Wrought,3576144605.7799644
2013.0,Primary castings,1231472893.1315477
2013.0,Secondary castings,582214742.2158644
2014.0,Wrought,3818525792.46431
2014.0,Primary castings,1307861098.0496726
2014.0,Secondary castings,620226539.6303016
2015.0,Wrought,3988798875.6062484
2015.0,Primary castings,1354149373.501049
2015.0,Secondary castings,577895857.0965489
2016.0,Wrought,4280859725.456689
2016.0,Primary castings,1445055888.8017955
2016.0,Secondary castings,626435020.8636651
2017.0,Wrought,4680334648.334512
2017.0,Primary castings,1564798051.0953608
2017.0,Secondary castings,729296036.6860906
2018.0,Wrought,4772308316.364659
2018.0,Primary castings,1556506825.4720197
2018.0,Secondary castings,521347259.2581421
2019.0,Wrought,5896369099.867036
2019.0,Primary castings,1908207135.446293
2019.0,Secondary castings,1142543128.1007893
2020.0,Wrought,5801531250.494459
2020.0,Primary castings,1826415647.7525606
2020.0,Secondary castings,742684082.4535832
2021.0,Wrought,6077264359.719598
2021.0,Primary castings,1863483886.9537082
2021.0,Secondary castings,611177644.9496094
2022.0,Wrought,7059292244.420819
2022.0,Primary castings,2116858515.1690693
2022.0,Secondary castings,974877287.6447414
2023.0,Wrought,7464935659.488155
2023.0,Primary castings,2192784965.3327107
2023.0,Secondary castings,913173062.599974
2024.0,Wrought,7980543267.236609
2024.0,Primary castings,2277063130.2087216
2024.0,Secondary castings,856496562.5485579
2025.0,Wrought,8458725583.501376
2025.0,Primary castings,2357399191.820097
2025.0,Secondary castings,772400571.1119794
2026.0,Wrought,9048398366.965591
2026.0,Primary castings,2439330574.3784943
2026.0,Secondary castings,670192336.7840819
2027.0,Wrought,9670996429.942402
2027.0,Primary castings,2523720851.555946
2027.0,Secondary castings,549265813.6143668
2028.0,Wrought,10268619886.374514
2028.0,Primary castings,2598420208.058819
2028.0,Secondary castings,380203581.500139
2029.0,Wrought,10898662039.927452
2029.0,Primary castings,2669156553.9298935
2029.0,Secondary castings,176884474.10246676
2030.0,Wrought,11504403798.670376
2030.0,Primary castings,2738863810.6176453
2030.0,Secondary castings,0.0
2031.0,Wrought,11209460096.524502
2031.0,Primary castings,2613911300.440533
2031.0,Secondary castings,0.0
2032.0,Wrought,11473292952.337486
2032.0,Primary castings,2645111037.4862823
2032.0,Secondary castings,0.0
2033.0,Wrought,11714683177.177147
2033.0,Primary castings,2671865152.444471
2033.0,Secondary castings,0.0
2034.0,Wrought,11941683186.963718
2034.0,Primary castings,2696293632.2582564
2034.0,Secondary castings,0.0
2035.0,Wrought,12164824007.87601
2035.0,Primary castings,2720894415.5596676
2035.0,Secondary castings,0.0
2036.0,Wrought,12396166711.850874
2036.0,Primary castings,2748367775.6172824
2036.0,Secondary castings,0.0
2037.0,Wrought,12649618621.540556
2037.0,Primary castings,2781738125.1615925
2037.0,Secondary castings,0.0
2038.0,Wrought,12941424478.041052
2038.0,Primary castings,2824474409.4154243
2038.0,Secondary castings,0.0
2039.0,Wrought,13289572434.302258
2039.0,Primary castings,2880339954.475913
2039.0,Secondary castings,0.0
2040.0,Wrought,13707565644.908123
2040.0,Primary castings,2952023625.7387414
2040.0,Secondary castings,0.0
2041.0,Wrought,14205782390.447445
2041.0,Primary castings,3036202089.624242
2041.0,Secondary castings,0.0
2042.0,Wrought,14747508920.034948
2042.0,Primary castings,3129853922.5519714
2042.0,Secondary castings,0.0
2043.0,Wrought,15281435180.545374
2043.0,Primary castings,3222129679.6751537
2043.0,Secondary castings,0.0
2044.0,Wrought,15745819789.284996
2044.0,Primary castings,3300345076.302952
2044.0,Secondary castings,0.0
2045.0,Wrought,16101650342.572187
2045.0,Primary castings,3356801306.096588
2045.0,Secondary castings,0.0
2046.0,Wrought,16371407713.22221
2046.0,Primary castings,3396419755.055789
2046.0,Secondary castings,0.0
2047.0,Wrought,16657844196.079155
2047.0,Primary castings,3440021768.9645443
2047.0,Secondary castings,0.0
2048.0,Wrought,17113774666.00977
2048.0,Primary castings,3517709910.0409946
2048.0,Secondary castings,0.0
2049.0,Wrought,17856771982.328323
2049.0,Primary castings,3651707509.1084547
2049.0,Secondary castings,0.0
2050.0,Wrought,18870764491.51811
2050.0,Primary castings,3837495589.303048
2050.0,Secondary castings,0.0
